26-01-2018 0:00,10969.815
27-01-2018 0:00,11524.77667
28-01-2018 0:00,11765.71
29-01-2018 0:00,11212.655
30-01-2018 0:00,10184.06167
31-01-2018 0:00,10125.01333
01-02-2018 0:00,9083.258333
02-02-2018 0:00,8901.901667
03-02-2018 0:00,9076.678333
04-02-2018 0:00,8400.648333
05-02-2018 0:00,6838.816667
06-02-2018 0:00,7685.633333
07-02-2018 0:00,8099.958333
08-02-2018 0:00,8240.536667
09-02-2018 0:00,8535.516667
10-02-2018 0:00,8319.876566
11-02-2018 0:00,8343.455
12-02-2018 0:00,8811.343333
13-02-2018 0:00,8597.7675
14-02-2018 0:00,9334.633333
15-02-2018 0:00,9977.154
16-02-2018 0:00,10127.16167
17-02-2018 0:00,10841.99167
18-02-2018 0:00,10503.29833
19-02-2018 0:00,11110.965
20-02-2018 0:00,11390.39167
21-02-2018 0:00,10532.79167
22-02-2018 0:00,9931.071667
23-02-2018 0:00,10162.11667
24-02-2018 0:00,9697.956
25-02-2018 0:00,9696.593333
26-02-2018 0:00,10348.60333
27-02-2018 0:00,10763.88333
28-02-2018 0:00,10370.165
01-03-2018 0:00,11009.38167
02-03-2018 0:00,11055.815
03-03-2018 0:00,11326.94833
04-03-2018 0:00,11430.18167
05-03-2018 0:00,11595.54
06-03-2018 0:00,10763.19833
07-03-2018 0:00,10118.058
08-03-2018 0:00,9429.111667
09-03-2018 0:00,9089.278333
10-03-2018 0:00,8746.002
11-03-2018 0:00,9761.396667
12-03-2018 0:00,9182.843333
13-03-2018 0:00,9154.7
14-03-2018 0:00,8151.531667
15-03-2018 0:00,8358.121667
16-03-2018 0:00,8530.402
17-03-2018 0:00,7993.674644
18-03-2018 0:00,8171.415
19-03-2018 0:00,8412.033333
20-03-2018 0:00,8986.948333
21-03-2018 0:00,8947.753333
22-03-2018 0:00,8690.408333
23-03-2018 0:00,8686.826667
24-03-2018 0:00,8662.378333
25-03-2018 0:00,8617.296667
26-03-2018 0:00,8197.548333
27-03-2018 0:00,7876.195
28-03-2018 0:00,7960.38
29-03-2018 0:00,7172.28
30-03-2018 0:00,6882.531667
31-03-2018 0:00,6935.48
01-04-2018 0:00,6794.105
02-04-2018 0:00,7035.848333
03-04-2018 0:00,7410.435
04-04-2018 0:00,6787.761667
05-04-2018 0:00,6826.51
06-04-2018 0:00,6603.876667
07-04-2018 0:00,6927.688
08-04-2018 0:00,7017.656667
09-04-2018 0:00,6699.273333
10-04-2018 0:00,6787.571667
11-04-2018 0:00,6926.266667
12-04-2018 0:00,7847.845
13-04-2018 0:00,7895.408333
14-04-2018 0:00,8036.511051
15-04-2018 0:00,8340.748333
16-04-2018 0:00,8043.803333
17-04-2018 0:00,7895.416926
18-04-2018 0:00,8164.937426
19-04-2018 0:00,8254.625
20-04-2018 0:00,8852.718333
21-04-2018 0:00,8807.205
22-04-2018 0:00,8838.548333
23-04-2018 0:00,8933.861667
24-04-2018 0:00,9555.542
25-04-2018 0:00,8995.506667
26-04-2018 0:00,9258.398333
27-04-2018 0:00,9010.32
28-04-2018 0:00,9326.173333
29-04-2018 0:00,9334.281667
30-04-2018 0:00,9259.57
01-05-2018 0:00,9075.136667
02-05-2018 0:00,9221.426
03-05-2018 0:00,9639.268333
04-05-2018 0:00,9710.73
05-05-2018 0:00,9803.306667
06-05-2018 0:00,9630.136277
07-05-2018 0:00,9345.69
08-05-2018 0:00,9228.608333
09-05-2018 0:00,9322.041667
10-05-2018 0:00,9101.483333
11-05-2018 0:00,8468.788
12-05-2018 0:00,8484.346667
13-05-2018 0:00,8727.651667
14-05-2018 0:00,8652.038333
15-05-2018 0:00,8511.458
16-05-2018 0:00,8340.703333
17-05-2018 0:00,8106.118333
18-05-2018 0:00,8240.055
19-05-2018 0:00,8223.288333
20-05-2018 0:00,8507.406667
21-05-2018 0:00,8385.556187
22-05-2018 0:00,8015.58
23-05-2018 0:00,7555.74
24-05-2018 0:00,7566.193333
25-05-2018 0:00,7445.238333
26-05-2018 0:00,7342.908333
27-05-2018 0:00,7361.831667
28-05-2018 0:00,7130.541667
29-05-2018 0:00,7459.876667
30-05-2018 0:00,7385.395
31-05-2018 0:00,7491.434
01-06-2018 0:00,7535.146667
02-06-2018 0:00,7645.146667
03-06-2018 0:00,7699.886
04-06-2018 0:00,7500.273333
05-06-2018 0:00,7615.722142
06-06-2018 0:00,7655.613333
07-06-2018 0:00,7676.271667
08-06-2018 0:00,7620.153333
09-06-2018 0:00,7564.408333
10-06-2018 0:00,6776.888333
11-06-2018 0:00,6875.678333
12-06-2018 0:00,6535.081667
13-06-2018 0:00,6315.7
14-06-2018 0:00,6647.013333
15-06-2018 0:00,6434.088
16-06-2018 0:00,6509.426667
17-06-2018 0:00,6464.411667
